EmployeeID,Age,Department,JobRole,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,TrainingTimesLastYear,YearsWithCurrManager,PromotionGapRatio,RoleStagnationIndex,TrainingIntensityScore,ManagerStabilityIndicator,Cluster,CareerPathSegment,PromotionGapRiskScore,Attrition,JobSatisfaction,EnvironmentSatisfaction
1053,33,Sales,Sales Executive,2,2,2,6,2,1.0,1.0,3.0,1.0,4,Promotion-Stalled Employees,High,0,1,1
1054,30,Sales,Sales Executive,10,8,6,4,7,0.6,0.8,0.4,0.7,0,High-Risk Stagnation Profile,High,1,1,2
1055,38,Human Resources,Human Resources,6,3,1,2,2,0.16666666666666666,0.5,0.3333333333333333,0.3333333333333333,3,Fast-Track Performers,Low,0,3,3
1056,35,Research & Development,Laboratory Technician,3,0,1,3,2,0.3333333333333333,0.0,1.0,0.6666666666666666,3,Fast-Track Performers,Medium,0,1,4
1057,30,Sales,Sales Executive,4,2,1,3,3,0.25,0.5,0.75,0.75,3,Fast-Track Performers,Low,0,2,3
1058,35,Research & Development,Laboratory Technician,1,0,0,2,0,0.0,0.0,2.0,0.0,1,Early-Career Explorers,Low,1,1,1
1059,38,Research & Development,Manufacturing Director,5,2,1,2,4,0.2,0.4,0.4,0.8,3,Fast-Track Performers,Low,1,2,3
1060,32,Research & Development,Research Scientist,6,5,1,3,2,0.16666666666666666,0.8333333333333334,0.5,0.3333333333333333,3,Fast-Track Performers,Medium,0,1,4
1061,48,Research & Development,Research Scientist,8,2,7,3,6,0.875,0.25,0.375,0.75,0,High-Risk Stagnation Profile,High,0,1,3
1062,34,Research & Development,Research Scientist,1,0,0,4,0,0.0,0.0,4.0,0.0,1,Early-Career Explorers,Low,0,4,1
1063,34,Research & Development,Research Scientist,2,2,2,3,1,1.0,1.0,1.5,0.5,4,Promotion-Stalled Employees,High,0,4,2
1064,26,Research & Development,Research Scientist,1,0,0,5,0,0.0,0.0,5.0,0.0,1,Early-Career Explorers,Low,0,4,1
1065,38,Sales,Sales Executive,9,8,7,3,7,0.7777777777777778,0.8888888888888888,0.3333333333333333,0.7777777777777778,0,High-Risk Stagnation Profile,High,0,2,3
1066,38,Sales,Sales Executive,3,2,1,5,2,0.3333333333333333,0.6666666666666666,1.6666666666666667,0.6666666666666666,3,Fast-Track Performers,Medium,0,2,2
1067,36,Sales,Sales Executive,1,0,0,5,0,0.0,0.0,5.0,0.0,1,Early-Career Explorers,Low,0,3,2
1068,29,Research & Development,Laboratory Technician,10,9,1,3,5,0.1,0.9,0.3,0.5,2,High-Risk Stagnation Profile,Medium,0,1,2
1069,35,Research & Development,Healthcare Representative,5,2,0,4,4,0.0,0.4,0.8,0.8,3,Fast-Track Performers,Low,0,3,1
1070,39,Sales,Sales Executive,7,6,7,3,6,1.0,0.8571428571428571,0.42857142857142855,0.8571428571428571,0,High-Risk Stagnation Profile,High,0,3,4
1071,29,Research & Development,Healthcare Representative,6,4,1,0,3,0.16666666666666666,0.6666666666666666,0.0,0.5,3,Fast-Track Performers,Medium,0,4,1
1072,50,Sales,Manager,1,0,0,2,0,0.0,0.0,2.0,0.0,1,Early-Career Explorers,Low,0,3,3
1073,23,Research & Development,Research Scientist,2,2,2,2,2,1.0,1.0,1.0,1.0,4,Promotion-Stalled Employees,High,0,3,4
1074,36,Research & Development,Laboratory Technician,3,2,0,3,2,0.0,0.6666666666666666,1.0,0.6666666666666666,3,Fast-Track Performers,Medium,0,1,1
1075,42,Research & Development,Manager,1,0,0,2,1,0.0,0.0,2.0,1.0,3,Fast-Track Performers,Low,0,4,4
1076,35,Research & Development,Laboratory Technician,10,9,6,3,8,0.6,0.9,0.3,0.8,0,High-Risk Stagnation Profile,High,0,3,2
1077,34,Research & Development,Healthcare Representative,8,2,7,3,7,0.875,0.25,0.375,0.875,0,High-Risk Stagnation Profile,High,0,3,4
1078,40,Sales,Sales Executive,5,4,1,2,2,0.2,0.8,0.4,0.4,3,Fast-Track Performers,Medium,0,1,4
1079,43,Research & Development,Laboratory Technician,6,4,0,0,2,0.0,0.6666666666666666,0.0,0.3333333333333333,3,Fast-Track Performers,Medium,0,2,4
1080,35,Research & Development,Laboratory Technician,1,0,0,5,1,0.0,0.0,5.0,1.0,1,Early-Career Explorers,Low,0,4,3
1081,46,Sales,Manager,26,0,0,5,12,0.0,0.0,0.19230769230769232,0.46153846153846156,2,High-Risk Stagnation Profile,Medium,0,1,4
1082,28,Research & Development,Laboratory Technician,1,1,0,3,0,0.0,1.0,3.0,0.0,1,Early-Career Explorers,Medium,1,2,3
1083,22,Research & Development,Research Scientist,4,2,1,2,3,0.25,0.5,0.5,0.75,3,Fast-Track Performers,Low,0,3,2
1084,32,Research & Development,Research Scientist,3,2,0,3,2,0.0,0.6666666666666666,1.0,0.6666666666666666,3,Fast-Track Performers,Medium,0,4,2
1085,44,Research & Development,Research Director,22,7,1,4,10,0.045454545454545456,0.3181818181818182,0.18181818181818182,0.45454545454545453,2,High-Risk Stagnation Profile,Medium,0,4,2
1086,30,Research & Development,Research Scientist,6,4,1,3,1,0.16666666666666666,0.6666666666666666,0.5,0.16666666666666666,3,Fast-Track Performers,Medium,0,2,2
1087,45,Research & Development,Laboratory Technician,10,7,1,3,4,0.1,0.7,0.3,0.4,2,High-Risk Stagnation Profile,Medium,0,1,3
1088,45,Sales,Sales Executive,10,7,4,2,5,0.4,0.7,0.2,0.5,2,High-Risk Stagnation Profile,High,0,1,1
1089,31,Sales,Sales Executive,5,2,0,3,3,0.0,0.4,0.6,0.6,3,Fast-Track Performers,Low,0,1,4
1090,36,Research & Development,Manufacturing Director,3,2,1,2,1,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,3,Fast-Track Performers,Medium,0,3,3
1091,34,Research & Development,Manufacturing Director,9,7,7,3,2,0.7777777777777778,0.7777777777777778,0.3333333333333333,0.2222222222222222,0,High-Risk Stagnation Profile,High,0,4,3
1092,49,Research & Development,Laboratory Technician,9,6,1,3,4,0.1111111111111111,0.6666666666666666,0.3333333333333333,0.4444444444444444,3,Fast-Track Performers,Medium,0,1,3
1093,39,Research & Development,Manufacturing Director,7,7,7,3,7,1.0,1.0,0.42857142857142855,1.0,0,High-Risk Stagnation Profile,High,0,1,2
1094,27,Research & Development,Laboratory Technician,7,7,0,3,7,0.0,1.0,0.42857142857142855,1.0,2,High-Risk Stagnation Profile,Medium,0,1,4
1095,35,Research & Development,Research Scientist,16,15,1,2,10,0.0625,0.9375,0.125,0.625,2,High-Risk Stagnation Profile,High,0,1,2
1096,28,Research & Development,Manufacturing Director,5,3,0,5,0,0.0,0.6,1.0,0.0,3,Fast-Track Performers,Low,0,1,2
1097,21,Research & Development,Research Scientist,2,2,2,2,2,1.0,1.0,1.0,1.0,4,Promotion-Stalled Employees,High,0,4,3
1098,18,Sales,Sales Representative,0,0,0,2,0,0.0,0.0,0.0,0.0,1,Early-Career Explorers,Medium,1,4,2
1099,47,Human Resources,Manager,5,2,1,2,0,0.2,0.4,0.4,0.0,3,Fast-Track Performers,Low,0,3,4
1100,39,Research & Development,Laboratory Technician,10,8,0,3,7,0.0,0.8,0.3,0.7,2,High-Risk Stagnation Profile,Medium,0,3,3
1101,40,Research & Development,Manufacturing Director,18,15,14,2,12,0.7777777777777778,0.8333333333333334,0.1111111111111111,0.6666666666666666,0,High-Risk Stagnation Profile,High,0,3,1
1102,35,Research & Development,Healthcare Representative,14,11,2,5,9,0.14285714285714285,0.7857142857142857,0.35714285714285715,0.6428571428571429,2,High-Risk Stagnation Profile,Medium,0,3,3
1103,37,Research & Development,Manufacturing Director,4,3,0,2,2,0.0,0.75,0.5,0.5,3,Fast-Track Performers,Medium,0,3,3
1104,39,Research & Development,Manufacturing Director,9,2,3,2,8,0.3333333333333333,0.2222222222222222,0.2222222222222222,0.8888888888888888,3,Fast-Track Performers,Medium,0,3,1
1105,45,Research & Development,Manufacturing Director,10,7,3,3,9,0.3,0.7,0.3,0.9,2,High-Risk Stagnation Profile,High,0,4,4
1106,38,Research & Development,Manufacturing Director,5,4,0,6,2,0.0,0.8,1.2,0.4,3,Fast-Track Performers,Medium,0,3,4
1107,35,Sales,Sales Executive,13,12,6,3,0,0.46153846153846156,0.9230769230769231,0.23076923076923078,0.0,0,High-Risk Stagnation Profile,High,1,1,4
1108,37,Research & Development,Research Scientist,8,4,7,2,7,0.875,0.5,0.25,0.875,0,High-Risk Stagnation Profile,High,0,2,2
1109,40,Research & Development,Manufacturing Director,4,2,3,2,3,0.75,0.5,0.5,0.75,4,Promotion-Stalled Employees,High,0,4,3
1110,44,Human Resources,Human Resources,10,7,0,3,2,0.0,0.7,0.3,0.2,3,Fast-Track Performers,Medium,0,4,1
1111,48,Research & Development,Manager,2,2,2,3,2,1.0,1.0,1.5,1.0,4,Promotion-Stalled Employees,High,0,4,3
1112,35,Sales,Sales Executive,2,2,2,2,2,1.0,1.0,1.0,1.0,4,Promotion-Stalled Employees,High,1,4,1
1113,24,Research & Development,Research Scientist,6,3,1,2,3,0.16666666666666666,0.5,0.3333333333333333,0.5,3,Fast-Track Performers,Low,0,4,1
1114,27,Research & Development,Research Scientist,3,2,0,0,2,0.0,0.6666666666666666,0.0,0.6666666666666666,3,Fast-Track Performers,Medium,0,3,2
1115,27,Research & Development,Research Scientist,4,2,1,0,2,0.25,0.5,0.0,0.5,3,Fast-Track Performers,Medium,0,4,4
1116,40,Research & Development,Laboratory Technician,4,2,0,3,3,0.0,0.5,0.75,0.75,3,Fast-Track Performers,Low,1,1,1
1117,29,Sales,Sales Executive,5,2,1,2,4,0.2,0.4,0.4,0.8,3,Fast-Track Performers,Low,0,3,3
1118,36,Research & Development,Healthcare Representative,3,2,0,6,2,0.0,0.6666666666666666,2.0,0.6666666666666666,3,Fast-Track Performers,Medium,0,1,2
1119,25,Research & Development,Manufacturing Director,7,7,0,6,7,0.0,1.0,0.8571428571428571,1.0,2,High-Risk Stagnation Profile,Medium,0,3,4
1120,39,Research & Development,Manufacturing Director,5,4,1,3,0,0.2,0.8,0.6,0.0,3,Fast-Track Performers,Medium,0,2,4
1121,49,Research & Development,Research Director,4,2,1,2,2,0.25,0.5,0.5,0.5,3,Fast-Track Performers,Low,0,2,1
1122,50,Research & Development,Research Director,14,11,1,3,11,0.07142857142857142,0.7857142857142857,0.21428571428571427,0.7857142857142857,2,High-Risk Stagnation Profile,High,0,1,4
1123,20,Sales,Sales Representative,2,2,2,3,2,1.0,1.0,1.5,1.0,4,Promotion-Stalled Employees,High,0,3,3
1124,34,Research & Development,Research Scientist,11,8,7,2,9,0.6363636363636364,0.7272727272727273,0.18181818181818182,0.8181818181818182,0,High-Risk Stagnation Profile,High,0,2,4
1125,36,Research & Development,Laboratory Technician,4,3,1,4,3,0.25,0.75,1.0,0.75,3,Fast-Track Performers,Medium,0,2,1
1126,36,Research & Development,Manufacturing Director,3,2,1,6,2,0.3333333333333333,0.6666666666666666,2.0,0.6666666666666666,3,Fast-Track Performers,Medium,0,3,4
1127,36,Research & Development,Healthcare Representative,5,4,0,3,4,0.0,0.8,0.6,0.8,3,Fast-Track Performers,Medium,0,1,4
1128,43,Research & Development,Research Director,14,10,6,3,11,0.42857142857142855,0.7142857142857143,0.21428571428571427,0.7857142857142857,0,High-Risk Stagnation Profile,High,0,3,3
1129,35,Sales,Sales Executive,11,9,6,2,7,0.5454545454545454,0.8181818181818182,0.18181818181818182,0.6363636363636364,0,High-Risk Stagnation Profile,High,1,4,4
1130,38,Research & Development,Research Scientist,13,11,2,4,9,0.15384615384615385,0.8461538461538461,0.3076923076923077,0.6923076923076923,2,High-Risk Stagnation Profile,Medium,0,4,4
1131,29,Sales,Sales Executive,10,0,0,3,9,0.0,0.0,0.3,0.9,3,Fast-Track Performers,Low,0,2,1
1132,33,Sales,Sales Executive,6,2,0,5,4,0.0,0.3333333333333333,0.8333333333333334,0.6666666666666666,3,Fast-Track Performers,Low,0,4,4
1133,32,Research & Development,Research Scientist,9,5,1,4,6,0.1111111111111111,0.5555555555555556,0.4444444444444444,0.6666666666666666,2,High-Risk Stagnation Profile,Medium,0,2,4
1134,31,Sales,Sales Executive,10,0,0,2,2,0.0,0.0,0.2,0.2,3,Fast-Track Performers,Medium,0,4,1
1135,49,Research & Development,Laboratory Technician,2,2,2,2,2,1.0,1.0,1.0,1.0,4,Promotion-Stalled Employees,High,0,1,4
1136,38,Research & Development,Laboratory Technician,4,3,3,3,3,0.75,0.75,0.75,0.75,4,Promotion-Stalled Employees,High,0,2,4
1137,49,Research & Development,Manager,8,7,0,2,0,0.0,0.875,0.25,0.0,3,Fast-Track Performers,Medium,0,3,3
1138,41,Sales,Sales Executive,2,0,0,2,2,0.0,0.0,1.0,1.0,3,Fast-Track Performers,Low,0,3,4
1139,20,Sales,Sales Representative,2,2,0,3,2,0.0,1.0,1.5,1.0,3,Fast-Track Performers,Medium,0,1,4
1140,33,Sales,Sales Executive,6,5,1,2,2,0.16666666666666666,0.8333333333333334,0.3333333333333333,0.3333333333333333,3,Fast-Track Performers,Medium,0,4,3
1141,36,Research & Development,Healthcare Representative,3,2,0,2,2,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,3,Fast-Track Performers,Medium,0,3,1
1142,44,Human Resources,Human Resources,2,2,2,2,2,1.0,1.0,1.0,1.0,4,Promotion-Stalled Employees,High,0,4,3
1143,23,Research & Development,Laboratory Technician,5,4,1,2,2,0.2,0.8,0.4,0.4,3,Fast-Track Performers,Medium,1,3,4
1144,38,Research & Development,Laboratory Technician,0,0,0,5,0,0.0,0.0,0.0,0.0,1,Early-Career Explorers,Medium,0,3,4
1145,53,Research & Development,Healthcare Representative,4,3,1,2,2,0.25,0.75,0.5,0.5,3,Fast-Track Performers,Medium,0,4,2
1146,48,Sales,Sales Representative,9,7,7,3,7,0.7777777777777778,0.7777777777777778,0.3333333333333333,0.7777777777777778,0,High-Risk Stagnation Profile,High,1,3,4
1147,32,Research & Development,Laboratory Technician,1,0,0,2,0,0.0,0.0,2.0,0.0,1,Early-Career Explorers,Low,1,2,4
1148,26,Research & Development,Laboratory Technician,7,7,5,5,7,0.7142857142857143,1.0,0.7142857142857143,1.0,0,High-Risk Stagnation Profile,High,0,4,4
1149,55,Research & Development,Research Scientist,4,2,1,1,2,0.25,0.5,0.25,0.5,3,Fast-Track Performers,Medium,0,2,1
1150,34,Research & Development,Laboratory Technician,15,10,4,3,13,0.26666666666666666,0.6666666666666666,0.2,0.8666666666666667,2,High-Risk Stagnation Profile,High,0,4,2
1151,60,Research & Development,Healthcare Representative,1,0,0,2,0,0.0,0.0,2.0,0.0,1,Early-Career Explorers,Low,0,4,3
1152,33,Research & Development,Laboratory Technician,14,11,2,6,13,0.14285714285714285,0.7857142857142857,0.42857142857142855,0.9285714285714286,2,High-Risk Stagnation Profile,Medium,0,2,2
1153,37,Sales,Sales Executive,6,3,1,2,3,0.16666666666666666,0.5,0.3333333333333333,0.5,3,Fast-Track Performers,Low,0,4,3
1154,34,Research & Development,Research Scientist,10,9,8,3,7,0.8,0.9,0.3,0.7,0,High-Risk Stagnation Profile,High,0,4,2
1155,23,Sales,Sales Representative,3,2,0,2,2,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,3,Fast-Track Performers,Medium,1,4,3
1156,44,Research & Development,Healthcare Representative,8,7,6,2,7,0.75,0.875,0.25,0.875,0,High-Risk Stagnation Profile,High,0,4,3
1157,35,Research & Development,Research Scientist,5,4,1,2,4,0.2,0.8,0.4,0.8,3,Fast-Track Performers,Medium,0,4,1
1158,43,Sales,Sales Executive,10,9,8,3,8,0.8,0.9,0.3,0.8,0,High-Risk Stagnation Profile,High,0,4,4
1159,24,Research & Development,Research Scientist,5,3,0,1,4,0.0,0.6,0.2,0.8,3,Fast-Track Performers,Medium,0,3,3
1160,41,Sales,Sales Executive,10,8,8,3,7,0.8,0.8,0.3,0.7,0,High-Risk Stagnation Profile,High,0,3,4
1161,29,Research & Development,Laboratory Technician,5,3,1,2,2,0.2,0.6,0.4,0.4,3,Fast-Track Performers,Low,0,3,4
1162,36,Sales,Sales Representative,13,7,6,2,7,0.46153846153846156,0.5384615384615384,0.15384615384615385,0.5384615384615384,0,High-Risk Stagnation Profile,High,0,4,3
1163,45,Research & Development,Healthcare Representative,23,15,14,3,4,0.6086956521739131,0.6521739130434783,0.13043478260869565,0.17391304347826086,0,High-Risk Stagnation Profile,High,0,3,3
1164,24,Human Resources,Human Resources,1,0,0,2,0,0.0,0.0,2.0,0.0,1,Early-Career Explorers,Low,1,3,4
1165,47,Sales,Sales Executive,23,5,14,3,10,0.6086956521739131,0.21739130434782608,0.13043478260869565,0.43478260869565216,0,High-Risk Stagnation Profile,High,1,3,3
1166,26,Research & Development,Laboratory Technician,3,2,0,3,2,0.0,0.6666666666666666,1.0,0.6666666666666666,3,Fast-Track Performers,Medium,0,3,4
1167,45,Research & Development,Research Director,21,6,8,2,6,0.38095238095238093,0.2857142857142857,0.09523809523809523,0.2857142857142857,0,High-Risk Stagnation Profile,High,0,2,4
1168,32,Research & Development,Research Scientist,5,2,1,3,3,0.2,0.4,0.6,0.6,3,Fast-Track Performers,Low,0,3,1
1169,31,Research & Development,Laboratory Technician,5,2,0,2,3,0.0,0.4,0.4,0.6,3,Fast-Track Performers,Low,0,3,2
1170,41,Human Resources,Human Resources,3,2,1,4,2,0.3333333333333333,0.6666666666666666,1.3333333333333333,0.6666666666666666,3,Fast-Track Performers,Medium,0,2,3
1171,40,Research & Development,Manufacturing Director,1,0,0,3,0,0.0,0.0,3.0,0.0,1,Early-Career Explorers,Low,0,1,2
1172,24,Research & Development,Laboratory Technician,6,2,1,2,2,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,3,Fast-Track Performers,Low,0,1,2
1173,46,Research & Development,Healthcare Representative,10,7,0,3,9,0.0,0.7,0.3,0.9,2,High-Risk Stagnation Profile,Medium,0,2,3
1174,35,Research & Development,Manufacturing Director,7,7,0,3,7,0.0,1.0,0.42857142857142855,1.0,2,High-Risk Stagnation Profile,Medium,0,3,4
1175,30,Research & Development,Research Scientist,10,0,0,2,8,0.0,0.0,0.2,0.8,3,Fast-Track Performers,Medium,0,4,2
1176,47,Sales,Sales Executive,1,0,0,3,0,0.0,0.0,3.0,0.0,1,Early-Career Explorers,Low,0,2,3
1177,46,Sales,Sales Executive,10,6,0,5,3,0.0,0.6,0.5,0.3,3,Fast-Track Performers,Low,0,4,3
1178,36,Sales,Sales Executive,2,2,2,3,2,1.0,1.0,1.5,1.0,4,Promotion-Stalled Employees,High,1,1,2
1179,32,Sales,Sales Executive,0,0,0,2,0,0.0,0.0,0.0,0.0,1,Early-Career Explorers,Medium,1,2,1
1180,23,Research & Development,Laboratory Technician,3,2,1,3,2,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,3,Fast-Track Performers,Medium,0,2,3
1181,31,Research & Development,Manufacturing Director,5,4,1,3,4,0.2,0.8,0.6,0.8,3,Fast-Track Performers,Medium,0,4,4
1182,39,Research & Development,Laboratory Technician,9,8,5,2,8,0.5555555555555556,0.8888888888888888,0.2222222222222222,0.8888888888888888,0,High-Risk Stagnation Profile,High,0,4,4
1183,32,Sales,Sales Executive,4,3,0,2,2,0.0,0.75,0.5,0.5,3,Fast-Track Performers,Medium,0,3,4
1184,40,Sales,Manager,21,8,12,3,8,0.5714285714285714,0.38095238095238093,0.14285714285714285,0.38095238095238093,0,High-Risk Stagnation Profile,High,0,2,2
1185,45,Human Resources,Human Resources,5,0,0,2,3,0.0,0.0,0.4,0.6,3,Fast-Track Performers,Low,0,3,3
1186,30,Research & Development,Research Scientist,9,7,0,2,7,0.0,0.7777777777777778,0.2222222222222222,0.7777777777777778,2,High-Risk Stagnation Profile,High,0,1,4
1187,24,Human Resources,Human Resources,2,2,2,2,1,1.0,1.0,1.0,0.5,4,Promotion-Stalled Employees,High,0,4,1
1188,30,Human Resources,Human Resources,4,2,1,0,2,0.25,0.5,0.0,0.5,3,Fast-Track Performers,Medium,1,4,3
1189,31,Sales,Sales Executive,5,2,0,3,2,0.0,0.4,0.6,0.4,3,Fast-Track Performers,Low,0,3,1
1190,27,Research & Development,Research Scientist,6,2,1,5,4,0.16666666666666666,0.3333333333333333,0.8333333333333334,0.6666666666666666,3,Fast-Track Performers,Low,0,4,3
1191,29,Sales,Sales Representative,2,2,2,3,2,1.0,1.0,1.5,1.0,4,Promotion-Stalled Employees,High,1,2,2
1192,29,Research & Development,Healthcare Representative,3,2,0,5,2,0.0,0.6666666666666666,1.6666666666666667,0.6666666666666666,3,Fast-Track Performers,Medium,0,3,4
1193,30,Sales,Sales Executive,7,7,1,2,7,0.14285714285714285,1.0,0.2857142857142857,1.0,2,High-Risk Stagnation Profile,High,0,1,3
1194,34,Research & Development,Research Scientist,5,0,1,3,2,0.2,0.0,0.6,0.4,3,Fast-Track Performers,Low,0,4,4
1195,33,Sales,Sales Executive,11,7,1,2,7,0.09090909090909091,0.6363636363636364,0.18181818181818182,0.6363636363636364,2,High-Risk Stagnation Profile,High,0,2,4
1196,49,Sales,Sales Executive,5,1,0,1,4,0.0,0.2,0.2,0.8,3,Fast-Track Performers,Medium,0,4,4
1197,33,Sales,Sales Executive,0,0,0,2,0,0.0,0.0,0.0,0.0,1,Early-Career Explorers,Medium,1,1,1
1198,38,Research & Development,Laboratory Technician,6,1,0,4,5,0.0,0.16666666666666666,0.6666666666666666,0.8333333333333334,3,Fast-Track Performers,Low,0,2,3
1199,31,Sales,Sales Executive,1,0,0,2,0,0.0,0.0,2.0,0.0,1,Early-Career Explorers,Low,1,3,1
1200,29,Research & Development,Research Scientist,1,0,0,2,0,0.0,0.0,2.0,0.0,1,Early-Career Explorers,Low,0,1,4
1201,30,Research & Development,Healthcare Representative,7,0,1,3,7,0.14285714285714285,0.0,0.42857142857142855,1.0,3,Fast-Track Performers,Low,0,3,3
1202,32,Research & Development,Research Scientist,7,7,0,3,7,0.0,1.0,0.42857142857142855,1.0,2,High-Risk Stagnation Profile,Medium,0,2,2
1203,38,Research & Development,Healthcare Representative,1,0,1,2,0,1.0,0.0,2.0,0.0,1,Early-Career Explorers,Medium,0,4,2
1204,43,Research & Development,Research Scientist,1,0,0,4,0,0.0,0.0,4.0,0.0,1,Early-Career Explorers,Low,1,3,3
1205,42,Research & Development,Laboratory Technician,5,3,0,6,4,0.0,0.6,1.2,0.8,3,Fast-Track Performers,Low,0,2,2
1206,33,Research & Development,Research Scientist,9,8,1,2,7,0.1111111111111111,0.8888888888888888,0.2222222222222222,0.7777777777777778,2,High-Risk Stagnation Profile,High,0,2,4
1207,41,Research & Development,Laboratory Technician,5,3,0,2,4,0.0,0.6,0.4,0.8,3,Fast-Track Performers,Low,0,1,3
1208,34,Sales,Sales Executive,15,14,0,3,7,0.0,0.9333333333333333,0.2,0.4666666666666667,2,High-Risk Stagnation Profile,High,0,3,4
1209,53,Research & Development,Manufacturing Director,3,2,0,2,2,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,3,Fast-Track Performers,Medium,0,3,1
1210,43,Human Resources,Human Resources,9,7,1,5,8,0.1111111111111111,0.7777777777777778,0.5555555555555556,0.8888888888888888,2,High-Risk Stagnation Profile,Medium,0,4,2
1211,34,Sales,Sales Executive,2,2,2,3,2,1.0,1.0,1.5,1.0,4,Promotion-Stalled Employees,High,0,4,4
1212,21,Sales,Sales Representative,1,0,1,3,0,1.0,0.0,3.0,0.0,1,Early-Career Explorers,Medium,1,2,2
1213,38,Research & Development,Laboratory Technician,5,4,0,3,4,0.0,0.8,0.6,0.8,3,Fast-Track Performers,Medium,0,3,4
1214,22,Research & Development,Laboratory Technician,1,0,0,6,0,0.0,0.0,6.0,0.0,1,Early-Career Explorers,Low,1,1,3
1215,31,Sales,Sales Executive,12,7,5,3,7,0.4166666666666667,0.5833333333333334,0.25,0.5833333333333334,0,High-Risk Stagnation Profile,High,0,4,1
1216,51,Research & Development,Manager,2,2,2,2,2,1.0,1.0,1.0,1.0,4,Promotion-Stalled Employees,High,0,3,1
1217,37,Sales,Sales Executive,5,2,0,2,3,0.0,0.4,0.4,0.6,3,Fast-Track Performers,Low,0,2,2
1218,46,Research & Development,Research Director,2,1,2,3,2,1.0,0.5,1.5,1.0,4,Promotion-Stalled Employees,High,0,4,3
1219,36,Research & Development,Healthcare Representative,12,8,5,1,7,0.4166666666666667,0.6666666666666666,0.08333333333333333,0.5833333333333334,0,High-Risk Stagnation Profile,High,0,1,4
1220,44,Research & Development,Research Scientist,5,3,2,2,3,0.4,0.6,0.4,0.6,3,Fast-Track Performers,Medium,1,2,3
1221,37,Human Resources,Human Resources,10,0,4,4,7,0.4,0.0,0.4,0.7,3,Fast-Track Performers,Medium,0,2,3
1222,35,Sales,Sales Executive,10,7,7,2,7,0.7,0.7,0.2,0.7,0,High-Risk Stagnation Profile,High,1,4,3
1223,33,Research & Development,Research Scientist,10,8,7,1,6,0.7,0.8,0.1,0.6,0,High-Risk Stagnation Profile,High,0,1,4
1224,28,Research & Development,Research Scientist,5,3,0,6,3,0.0,0.6,1.2,0.6,3,Fast-Track Performers,Low,0,4,3
1225,39,Research & Development,Research Director,4,3,2,3,2,0.5,0.75,0.75,0.5,3,Fast-Track Performers,Medium,0,3,3
1226,46,Sales,Sales Executive,2,2,2,3,2,1.0,1.0,1.5,1.0,4,Promotion-Stalled Employees,High,0,2,2
1227,40,Research & Development,Laboratory Technician,4,3,0,5,2,0.0,0.75,1.25,0.5,3,Fast-Track Performers,Medium,0,1,3
1228,42,Research & Development,Healthcare Representative,0,0,0,2,0,0.0,0.0,0.0,0.0,1,Early-Career Explorers,Medium,0,1,2
1229,35,Research & Development,Manufacturing Director,7,7,1,6,7,0.14285714285714285,1.0,0.8571428571428571,1.0,2,High-Risk Stagnation Profile,Medium,0,4,2
1230,38,Human Resources,Human Resources,11,10,3,3,8,0.2727272727272727,0.9090909090909091,0.2727272727272727,0.7272727272727273,2,High-Risk Stagnation Profile,High,0,2,1
1231,34,Research & Development,Laboratory Technician,7,1,0,3,7,0.0,0.14285714285714285,0.42857142857142855,1.0,3,Fast-Track Performers,Low,1,1,4
1232,37,Research & Development,Manufacturing Director,10,3,0,4,8,0.0,0.3,0.4,0.8,2,High-Risk Stagnation Profile,Medium,1,1,4
1233,39,Sales,Sales Executive,2,1,2,6,2,1.0,0.5,3.0,1.0,4,Promotion-Stalled Employees,High,0,4,3
1234,43,Research & Development,Research Scientist,3,2,1,2,2,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,3,Fast-Track Performers,Medium,0,3,1
1235,41,Research & Development,Healthcare Representative,3,2,1,3,2,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,3,Fast-Track Performers,Medium,0,2,2
1236,41,Sales,Sales Executive,22,14,13,3,5,0.5909090909090909,0.6363636363636364,0.13636363636363635,0.22727272727272727,0,High-Risk Stagnation Profile,High,0,3,3
1237,30,Research & Development,Manufacturing Director,7,7,0,3,2,0.0,1.0,0.42857142857142855,0.2857142857142857,3,Fast-Track Performers,Medium,0,3,1
1238,26,Human Resources,Human Resources,5,1,1,3,4,0.2,0.2,0.6,0.8,3,Fast-Track Performers,Low,1,2,4
1239,46,Research & Development,Healthcare Representative,9,7,3,2,7,0.3333333333333333,0.7777777777777778,0.2222222222222222,0.7777777777777778,2,High-Risk Stagnation Profile,High,1,2,4
1240,40,Research & Development,Healthcare Representative,5,3,0,3,3,0.0,0.6,0.6,0.6,3,Fast-Track Performers,Low,0,4,3
1241,34,Sales,Sales Executive,10,8,4,5,8,0.4,0.8,0.5,0.8,2,High-Risk Stagnation Profile,High,0,3,2
1242,35,Research & Development,Laboratory Technician,5,4,0,2,3,0.0,0.8,0.4,0.6,3,Fast-Track Performers,Medium,0,3,2
